,issn,issn_alt,context_name,journal_url,gcld3_code,language,discipline
211,2614-5774,,At-Tibyan,http://at-tibyan.fusa.uinjambi.ac.id/index.php/ATB,id,Indonesian,Economics
212,1682-2749,,Atenas,http://atenas.umcc.cu/index.php/atenas,es,Spanish,Education
213,2737-6419,,Athenea,http://athenea.autanabooks.com/index.php/revista,es,Spanish,Information and Computing Sciences
214,0320-9466,,Науково-практичний журнал «Архіви України»,http://au.archives.gov.ua/index.php/au,uk,Ukrainian,Studies in Human Society
215,2655-4771,,Authentica,http://authentica.fh.unsoed.ac.id/index.php/atc,en,English,Law and Legal Studies
216,2255-5838,,A Y E R JOURNAL,http://ayerjournal.com/index.php/ayer,en,English,History and Archaeology
217,2615-9929,,Bản B của Tạp chí Khoa học và Công nghệ Việt Nam,http://b.vjst.vn/index.php/ban_b,en,English,Engineering and Technology
218,2774-5368,,International Journal of Multidisciplinary: Applied Business and Education Research,http://babmrjournal.org/index.php/ijmaber,en,English,Medical and Health Sciences
219,2615-7004,,Behavioral Accounting Journal,http://baj.upnjatim.ac.id/index.php/baj,en,English,"Commerce, Management, Tourism and Services"
220,2721-2181,2747-1357,Jurnal Bakti Nusa,http://baktinusa.unram.ac.id/index.php/baktinusa,id,Indonesian,Engineering and Technology
221,2620-3154,,Bali Anatomy Journal,http://balianatomyjournal.org/ojs/index.php/baj,en,English,Medical and Health Sciences
222,2500-946X,2592-8236,Economics & Education,http://baltijapublishing.lv/index.php/econedu,en,English,"Commerce, Management, Tourism and Services"
223,2661-5169,2661-5282,"Green, Blue & Digital Economy Journal",http://baltijapublishing.lv/index.php/gbdej,en,English,"Commerce, Management, Tourism and Services"
224,2256-0742,2256-0963,Baltic Journal of Economic Studies,http://baltijapublishing.lv/index.php/issue,en,English,Engineering and Technology
225,2661-5150,2661-5290,Three Seas Economic Journal,http://baltijapublishing.lv/index.php/threeseas,en,English,"Commerce, Management, Tourism and Services"
226,1829-4952,,Banber Eurasia International University,http://banber.ohanyan.org/index.php/banber,hy,Armenian,Law and Legal Studies
227,0347-772X,,Barnboken,http://barnboken.net/index.php/clr,en,English,"Language, Communication and Culture"
228,2664-8288,2664-8296,Basrah Journal of Science,http://basjsci.net/index.php/bsj,en,English,Mathematical Sciences
229,2723-4835,,Jurnal Bastrindo,http://bastrindo.jurnal.unram.ac.id/index.php/jb,id,Indonesian,Psychology and Cognitive Sciences
230,2722-7324,,Bulletin of Computer Science and Electrical Engineering,http://bcsee.org/index.php/bcsee,en,English,Engineering and Technology
231,1991-0088,,||| Bangladesh Journal of Pharmacology |||,http://bdpsjournal.org/index.php/bjp,en,English,Biological Sciences
232,2746-0983,,Jurnal Begawe Teknologi Informasi (JBegaTI),http://begawe.unram.ac.id/index.php/JBTI,id,Indonesian,Medical and Health Sciences
233,2614-3453,2614-7238,Jurnal Belantara,http://belantara.unram.ac.id/index.php/JBL,en,English,Biological Sciences
234,1677-7298,2175-1552,Revista Acta Ambiental Catarinense,http://bell.unochapeco.edu.br/revistas/index.php/acta,pt,Portuguese,Biological Sciences
235,2318-3381,,Revista FisiSenectus,http://bell.unochapeco.edu.br/revistas/index.php/fisisenectus,pt,Portuguese,Medical and Health Sciences
236,2175-0157,,Revista Grifos,http://bell.unochapeco.edu.br/revistas/index.php/grifos,pt,Portuguese,Studies in Human Society
237,1415-8175,1984-1566,Revista Pedagógica,http://bell.unochapeco.edu.br/revistas/index.php/pedagogica,pt,Portuguese,Studies in Human Society
238,2702-2536,,Berliner Blätter,http://berliner-blaetter.de/index.php/blaetter,en,English,Studies in Human Society
239,2722-9114,,Bulletin of Educational Science and Technology,http://bestjournal.id/index.php/BEST,en,English,Education
240,2541-2353,2541-531X,Bina Hukum Lingkungan,http://bhl-jurnal.or.id/index.php/bhl,id,Indonesian,Economics
241,2686-1208,2686-1216,Britain International of Exact Sciences (BIoEx) Journal,http://biarjournal.com/index.php/bioex,en,English,Mathematical Sciences
242,2685-1989,2685-3868,Britain International of Humanities and Social Sciences (BIoHS) Journal,http://biarjournal.com/index.php/biohs,en,English,"Language, Communication and Culture"
243,2685-4805,2685-4813,Britain International of Linguistics Arts and Education (BIoLAE) Journal,http://biarjournal.com/index.php/biolae,en,English,"Language, Communication and Culture"
244,2774-311X,2774-4728,Lakhomi Journal Scientific Journal of Culture,http://biarjournal.com/index.php/lakhomi,en,English,Education
245,2774-4523,,LingLit Journal Scientific Journal for Linguistics and Literature,http://biarjournal.com/index.php/linglit,en,English,Psychology and Cognitive Sciences
246,1308-0261,,Biyoloji Bilimleri Araştırma Dergisi,http://bibad.gen.tr/index.php/bibad,en,English,Biological Sciences
247,1562-4730,,Biblios: Journal of Librarianship and Information Science,http://biblios.pitt.edu/ojs/index.php/biblios,es,Spanish,Information and Computing Sciences
248,1676-1316,,Sumários Revista da ESPM,http://bibliotecasp.espm.br/index.php/espm,pt,Portuguese,"Language, Communication and Culture"
249,2615-5451,,Bioeducation Journal,http://bioeducation.ppj.unp.ac.id/index.php/bioedu,en,English,Education
250,2318-8790,,Revista de Ensino de Bioquímica,http://bioquimica.org.br/revista/ojs/index.php/REB,en,English,Biological Sciences
251,2708-0617,,Ефективне кролівництво і звірівництво,http://bioresurs.ck.ua/journal/index.php/kiz,uk,Ukrainian,Engineering and Technology
252,2722-0850,,BIOS : Jurnal Teknologi Informasi dan Rekayasa Komputer,http://bios.sinergis.org/index.php/bios,en,English,Engineering and Technology
253,2460-9455,,BIOSAINTROPIS (BIOSCIENCE-TROPIC),http://biosaintropis.unisma.ac.id/index.php/biosaintropis,id,Indonesian,Biological Sciences
254,2582-6654,,Biotica Research Today,http://bioticainternational.com/ojs/index.php/biorestoday,en,English,Chemical Sciences
255,2582-6743,,Research Biotica,http://bioticainternational.com/ojs/index.php/resbio,en,English,Biological Sciences
256,2722-0680,,Sriwijaya Bioscientia,http://biovalentia.ejournal.unsri.ac.id/sribios,id,Indonesian,Engineering and Technology
257,2686-5319,2686-6455,Jurnal Bisantara Informatika,http://bisantara.amikparbinanusantara.ac.id/index.php/bisantara,id,Indonesian,Information and Computing Sciences
258,2348-9227,,Bengal Journal of Psychiatry,http://bjponline.org/index.php/bjp,en,English,Medical and Health Sciences
259,2614-2465,2614-2473,Jurnal Aplikasi IPTEK Indonesia,http://bk.ppj.unp.ac.id/index.php/aiptekin,en,English,Education
260,2774-8995,2774-9134,International Journal of Applied Counseling and Social Sciences,http://bk.ppj.unp.ac.id/index.php/ijacss,en,English,Education
261,2598-0017,2598-0025,Jurnal Pengelolaan Lingkungan Berkelanjutan (Journal of Environmental Sustainability Management),http://bkpsl.org/ojswp/index.php/jplb,id,Indonesian,Economics
262,0215-7829,2502-7891,Penamas,http://blajakarta.kemenag.go.id/journal/index.php/penamas,id,Indonesian,Studies in Human Society
263,2309-4001,,Буковинський математичний журнал,http://bmj.fmi.org.ua/index.php/adm,uk,Ukrainian,Mathematical Sciences
264,2685-5372,2685-5380,Jurnal Pendidikan Tata Boga dan Teknologi,http://boga.ppj.unp.ac.id/index.php/jptb,en,English,Engineering and Technology
265,2408-4417,,Boletín de Estética,http://boletindeestetica.com.ar/index.php/boletin,es,Spanish,"Language, Communication and Culture"
266,2359-3377,,Revista Meditatio,http://book.uniguacu.edu.br/index.php/Meditatio,pt,Portuguese,Medical and Health Sciences
267,1678-068X,,R.E.V.I.,http://book.uniguacu.edu.br/index.php/REVI,pt,Portuguese,Education
268,2359-3326,,Revista Renovare,http://book.uniguacu.edu.br/index.php/renovare,pt,Portuguese,Medical and Health Sciences
269,2656-5889,2685-1598,Border: Jurnal Arsitektur,http://border.upnjatim.ac.id/index.php/border,id,Indonesian,Built Environment and Design
270,1978-8584,2721-1517,Jurnal Konservasi Cagar Budaya,http://borobudur.kemdikbud.go.id/index.php/jurnalkonservasicagarbudaya,id,Indonesian,History and Archaeology
271,2303-8888,,BOSNIACA,http://bosniaca.nub.ba/index.php/bosniaca,hr,Croatian,Information and Computing Sciences
272,0365-7450,,"Atti della Società Toscana di Scienze Naturali, Memorie, Serie B",http://bot.biologia.unipi.it/atti/ojs-3.1.1-4/index.php/astsn_b,en,English,Earth and Environmental Sciences
273,1410-8291,2460-0172,Jurnal Penelitian Komunikasi,http://bppkibandung.id/index.php/jpk,id,Indonesian,Economics
274,2156-5163,,Bolivian Studies Journal,http://bsj.pitt.edu/ojs/index.php/bsj,en,English,Studies in Human Society
275,2622-9978,,BULETIN ILMIAH NAGARI MEMBANGUN,http://buletinnagari.lppm.unand.ac.id/index.php/bln,en,English,Biological Sciences
276,2710-3633,,Известия. Серия: Международные отношения и Регионоведение,http://bulletin-irr.ablaikhan.kz/index.php/j1,en,English,Studies in Human Society
277,2709-9245,,Известия. Серия: Филологические науки,http://bulletin-philology.ablaikhan.kz/index.php/j1,en,English,"Language, Communication and Culture"
278,2079-939X,2710-3757,ВЕСТНИК НАУКИ КАЗАХСКОГО АГРОТЕХНИЧЕСКОГО УНИВЕРСИТЕТА им. С.Сейфуллина,http://bulletinofscience.kazatu.edu.kz/index.php/bulletinofscience,en,English,Engineering and Technology
279,2175-9391,,Revista Democracia Digital e Governo Eletrônico,http://buscalegis.ufsc.br/revistas/index.php/observatoriodoegov,pt,Portuguese,Law and Legal Studies
280,1808-7329,1809-0893,Cadernos ESP - Revista Científica da Escola de Saúde Pública do Ceará,http://cadernos.esp.ce.gov.br/index.php/cadernos,pt,Portuguese,Medical and Health Sciences
281,2676-0126,,CODAS,http://cadernoscodas.fpabramo.org.br/index.php/codas,es,Spanish,Studies in Human Society
282,2660-6844,,CENTRAL ASIAN JOURNAL OF ARTS AND DESIGN,http://cajad.centralasianstudies.org/index.php/CAJAD,en,English,Built Environment and Design
283,2166-7403,,Central Asian Journal of Global Health,http://cajgh.pitt.edu/ojs/index.php/cajgh,en,English,Medical and Health Sciences
284,2660-454X,,CENTRAL ASIAN JOURNAL OF INNOVATIONS ON TOURISM MANAGEMENT AND FINANCE,http://cajitmf.centralasianstudies.org/index.php/CAJITMF,en,English,"Commerce, Management, Tourism and Services"
285,2660-6828,,"CENTRAL ASIAN JOURNAL OF LITERATURE, PHILOSOPHY AND CULTURE",http://cajlpc.centralasianstudies.org/index.php/CAJLPC,en,English,"Language, Communication and Culture"
286,2660-4159,,CENTRAL ASIAN JOURNAL OF MEDICAL AND NATURAL SCIENCES,http://cajmns.centralasianstudies.org/index.php/CAJMNS,en,English,Medical and Health Sciences
287,2660-5309,,CENTRAL ASIAN JOURNAL OF MATHEMATICAL THEORY AND COMPUTER SCIENCES,http://cajmtcs.centralasianstudies.org/index.php/CAJMTCS,en,English,Information and Computing Sciences
288,2616-9320,,Central Asian Journal of Translation Studies,http://cajts.ablaikhan.kz/index.php/j1,en,English,"Language, Communication and Culture"
289,1978-0354,2622-013X,CAKRAWALA,http://cakrawalajournal.org/index.php/cakrawala,id,Indonesian,Economics
290,2545-627X,,CALAMUS. Revista de la Sociedad Argentina de Estudios Medievales,http://calamus.saemed.org/index.php/calamus,en,English,History and Archaeology
291,2718-6121,,Campo Universitario,http://campouniversitario.aduba.org.ar/ojs/index.php/cu,es,Spanish,Education
292,1907-4247,2477-4863,Cantilever: Jurnal Penelitian dan Kajian Bidang Teknik Sipil,http://cantilever.id/index.php/cantilever,en,English,Engineering and Technology
293,1923-1237,,Critical Dietetics,http://caos.library.ryerson.ca/index.php/criticaldietetics,en,English,Medical and Health Sciences
294,2562-9034,,ICTEA: International Conference on Thermal Engineering,http://caos.library.ryerson.ca/index.php/ictea,en,English,Engineering and Technology
295,2723-1054,,"JURNAL CAPITAL : Kebijakan Ekonomi, Manajemen dan Akuntansi",http://capital.stiesemarang.ac.id/index.php/capital,id,Indonesian,"Commerce, Management, Tourism and Services"
296,2448-2471,,Revista Caravana,http://caravana.ifpe.edu.br/index.php/caravana,pt,Portuguese,Studies in Human Society
297,1048-9053,,Cartographic Perspectives,http://cartographicperspectives.org/index.php/journal,en,English,Built Environment and Design
298,0352-3713,2683-5711,Pravo - teorija i praksa,http://casopis.pravni-fakultet.edu.rs/index.php/ltp,en,English,Law and Legal Studies
299,2406-0860,,"Facta Universitatis, Series: Architecture and Civil Engineering",http://casopisi.junis.ni.ac.rs/index.php/FUArchCivEng,en,English,Engineering and Technology
300,1820-6417,1820-6425,"Facta Universitatis, Series: Automatic Control and Robotics",http://casopisi.junis.ni.ac.rs/index.php/FUAutContRob,en,English,Engineering and Technology
301,0354-4699,2406-050X,"Facta Universitatis, Series: Economics and Organization",http://casopisi.junis.ni.ac.rs/index.php/FUEconOrg,en,English,Economics
302,0353-3670,2217-5997,"Facta Universitatis, Series: Electronics and Energetics",http://casopisi.junis.ni.ac.rs/index.php/FUElectEnerg,en,English,Information and Computing Sciences
303,2406-1786,,"Facta Universitatis, Series: Law and Politics",http://casopisi.junis.ni.ac.rs/index.php/FULawPol,en,English,Law and Legal Studies
304,0354-4702,2406-0518,"Facta Universitatis, Series: Linguistics and Literature",http://casopisi.junis.ni.ac.rs/index.php/FULingLit,en,English,"Language, Communication and Culture"
305,0352-9665,2406-047X,"Facta Universitatis, Series: Mathematics and Informatics",http://casopisi.junis.ni.ac.rs/index.php/FUMathInf,en,English,Mathematical Sciences
306,0354-2025,2335-0164,"Facta Universitatis, Series: Mechanical Engineering",http://casopisi.junis.ni.ac.rs/index.php/FUMechEng,en,English,Engineering and Technology
307,2406-0526,,"Facta Universitatis, Series: Medicine and Biology",http://casopisi.junis.ni.ac.rs/index.php/FUMedBiol,en,English,Medical and Health Sciences
308,1820-8495,1820-8509,"Facta Universitatis, Series: Philosophy, Sociology, Psychology and History",http://casopisi.junis.ni.ac.rs/index.php/FUPhilSocPsyHist,en,English,"Language, Communication and Culture"
309,2406-0879,,"Facta Universitatis, Series Physics, Chemistry and Technology",http://casopisi.junis.ni.ac.rs/index.php/FUPhysChemTech,en,English,Medical and Health Sciences
310,2406-0496,,"Facta Universitatis, Series: Physical Education and Sport",http://casopisi.junis.ni.ac.rs/index.php/FUPhysEdSport,en,English,Medical and Health Sciences
311,2560-4600,2560-4619,"Facta Universitatis, Series: Teaching, Learning and Teacher Education",http://casopisi.junis.ni.ac.rs/index.php/FUTeachLearnTeachEd,en,English,Psychology and Cognitive Sciences
312,2466-2887,2466-2895,"Facta Universitatis, Series: Visual Arts and Music",http://casopisi.junis.ni.ac.rs/index.php/FUVisArtMus,en,English,Studies in Creative Arts and Writing
313,0354-804X,2406-0534,"Facta Universitatis, Series: Working and Living Environmental Protection",http://casopisi.junis.ni.ac.rs/index.php/FUWorkLivEnvProt,en,English,Engineering and Technology
314,2169-0847,,Catedral Tomada. Revista de crítica literaria latinoamericana,http://catedraltomada.pitt.edu/ojs/index.php/catedraltomada,es,Spanish,"Language, Communication and Culture"
315,1808-2289,,Revista Cathedral,http://cathedral.ojs.galoa.com.br/index.php/cathedral,pt,Portuguese,Medical and Health Sciences
316,0045-6888,1806-6690,Revista Ciência Agronômica,http://ccarevista.ufc.br/seer/index.php/ccarevista,en,English,Engineering and Technology
317,2763-7859,,CADERNOS DE SION,http://ccdej.org.br/cadernosdesion/index.php/CSION,pt,Portuguese,Philosophy and Religious Studies
318,2350-8647,2542-2901,Nepal Journal of Environmental Science,http://cdes.edu.np/njes/index.php/NJES,en,English,Biological Sciences
319,2525-1538,,Cuadernos de Economía Crítica,http://cec.sociedadeconomiacritica.org/index.php/cec,es,Spanish,Economics
320,2007-9419,,Revista de Estudios Clínicos e Investigación Psicológica,http://cecip.revista.website/index.php/recip,es,Spanish,Psychology and Cognitive Sciences
321,2010-6130,,Иқтисодиёт ва таълим,http://cedr.tsue.uz/index.php/journal,en,English,"Commerce, Management, Tourism and Services"
